station_id,station_name,pollutant,parameter_id,expected_hours,found_records,valid_hours,coverage_pct,hourly_mean,hourly_max,days_sufficient,exceedances_who,exceedances_conama,status
69,"VR - Belmonte",PTS,1955,8784,8261,8261,94.05,60.018,896.327,344,0,0,SOMENTE HISTÓRICO-TÉCNICO
70,"VR - Retiro",PTS,1955,8784,8747,8747,99.58,445.165,882.987,366,0,366,SOMENTE HISTÓRICO-TÉCNICO
71,"VR - Santa Cecília",PTS,1955,8784,8515,8515,96.94,34.871,436.087,354,0,0,SOMENTE HISTÓRICO-TÉCNICO
