"categoria","asset_id","titulo","bucket","mime_type","source_name","source_url","uso","created_at"
"sem_link_origem","529e20b8-1f3a-49f0-a59c-1f8ab1737901","POLUIÇÃO DO AR E INTERNAÇÕES HOSPITALARES POR DOENÇAS RESPIRATÓRIAS EM VOLTA REDONDA (RJ)","acervo","application/pdf","","","acervo:anexo","2026-05-18T22:06:13.987936+00:00"
