year,pollutant,station_id,station_name,month,valid_days,who_exceedance_days,conama_exceedance_days,max_hourly_value,max_hourly_at,coverage_percent,data_quality_tier,validation_note
2024,PM10,69,VR - Belmonte,2024-10,28,1,1,86.06,2024-10-01T18:00:00,92.20,HIGH,Cobertura técnica de 92.2% com 28 dias válidos analiticamente.
2024,PM10,69,VR - Belmonte,2024-11,29,0,0,85.98,2024-11-28T08:00:00,94.86,HIGH,Cobertura técnica de 94.9% com 29 dias válidos analiticamente.
2024,PM10,69,VR - Belmonte,2024-12,23,0,0,95.97,2024-12-07T08:00:00,82.12,HIGH,Cobertura técnica de 82.1% com 23 dias válidos analiticamente.
2024,PM2.5,69,VR - Belmonte,2024-01,31,0,0,40.56,2024-01-15T20:00:00,99.46,HIGH,Cobertura técnica de 99.5% com 31 dias válidos analiticamente.
2024,PM2.5,69,VR - Belmonte,2024-02,29,2,0,62.01,2024-02-20T13:00:00,98.85,HIGH,Cobertura técnica de 98.9% com 29 dias válidos analiticamente.
2024,PM2.5,69,VR - Belmonte,2024-03,30,4,0,56.10,2024-03-15T19:00:00,97.98,HIGH,Cobertura técnica de 98.0% com 30 dias válidos analiticamente.
2024,PM2.5,69,VR - Belmonte,2024-04,30,12,0,66.93,2024-04-07T18:00:00,99.31,HIGH,Cobertura técnica de 99.3% com 30 dias válidos analiticamente.
2024,PM2.5,69,VR - Belmonte,2024-05,31,10,0,44.82,2024-05-13T18:00:00,98.92,HIGH,Cobertura técnica de 98.9% com 31 dias válidos analiticamente.
2024,PM2.5,69,VR - Belmonte,2024-06,30,6,0,54.00,2024-06-22T18:00:00,99.17,HIGH,Cobertura técnica de 99.2% com 30 dias válidos analiticamente.
2024,PM2.5,69,VR - Belmonte,2024-07,31,11,1,73.96,2024-07-07T17:00:00,99.06,HIGH,Cobertura técnica de 99.1% com 31 dias válidos analiticamente.
2024,PM2.5,69,VR - Belmonte,2024-08,24,11,4,84.19,2024-08-01T22:00:00,86.69,HIGH,Cobertura técnica de 86.7% com 24 dias válidos analiticamente.
2024,PM2.5,69,VR - Belmonte,2024-09,26,18,8,76.93,2024-09-12T19:00:00,89.03,HIGH,Cobertura técnica de 89.0% com 26 dias válidos analiticamente.
2024,PM2.5,69,VR - Belmonte,2024-10,28,3,1,68.33,2024-10-02T03:00:00,94.89,HIGH,Cobertura técnica de 94.9% com 28 dias válidos analiticamente.
2024,PM2.5,69,VR - Belmonte,2024-11,30,0,0,56.79,2024-11-05T02:00:00,99.31,HIGH,Cobertura técnica de 99.3% com 30 dias válidos analiticamente.
2024,PM2.5,69,VR - Belmonte,2024-12,24,0,0,46.97,2024-12-20T01:00:00,85.35,HIGH,Cobertura técnica de 85.3% com 24 dias válidos analiticamente.
2024,PM10,70,VR - Retiro,2024-01,31,0,0,136.14,2024-01-30T17:00:00,96.51,HIGH,Cobertura técnica de 96.5% com 31 dias válidos analiticamente.
2024,PM10,70,VR - Retiro,2024-02,28,2,1,139.63,2024-02-07T10:00:00,96.41,HIGH,Cobertura técnica de 96.4% com 28 dias válidos analiticamente.
2024,PM10,70,VR - Retiro,2024-03,31,1,1,167.19,2024-03-14T18:00:00,96.91,HIGH,Cobertura técnica de 96.9% com 31 dias válidos analiticamente.
2024,PM10,70,VR - Retiro,2024-04,30,2,2,209.29,2024-04-03T09:00:00,98.61,HIGH,Cobertura técnica de 98.6% com 30 dias válidos analiticamente.
2024,PM10,70,VR - Retiro,2024-05,31,3,2,205.06,2024-05-13T10:00:00,99.73,HIGH,Cobertura técnica de 99.7% com 31 dias válidos analiticamente.
2024,PM10,70,VR - Retiro,2024-06,30,7,2,193.41,2024-06-20T11:00:00,99.44,HIGH,Cobertura técnica de 99.4% com 30 dias válidos analiticamente.
2024,PM10,70,VR - Retiro,2024-07,29,4,3,177.71,2024-07-24T11:00:00,96.64,HIGH,Cobertura técnica de 96.6% com 29 dias válidos analiticamente.
2024,PM10,70,VR - Retiro,2024-08,31,10,8,134.21,2024-08-24T00:00:00,99.33,HIGH,Cobertura técnica de 99.3% com 31 dias válidos analiticamente.
2024,PM10,70,VR - Retiro,2024-09,29,14,10,211.66,2024-09-27T16:00:00,98.33,HIGH,Cobertura técnica de 98.3% com 29 dias válidos analiticamente.
2024,PM10,70,VR - Retiro,2024-10,31,3,3,300.76,2024-10-02T17:00:00,98.25,HIGH,Cobertura técnica de 98.3% com 31 dias válidos analiticamente.
2024,PM10,70,VR - Retiro,2024-11,29,0,0,93.61,2024-11-27T18:00:00,88.75,HIGH,Cobertura técnica de 88.8% com 29 dias válidos analiticamente.
2024,PM10,70,VR - Retiro,2024-12,29,0,0,62.56,2024-12-13T20:00:00,91.94,HIGH,Cobertura técnica de 91.9% com 29 dias válidos analiticamente.
2024,PM2.5,70,VR - Retiro,2024-01,31,0,0,52.55,2024-01-31T14:00:00,99.73,HIGH,Cobertura técnica de 99.7% com 31 dias válidos analiticamente.
2024,PM2.5,70,VR - Retiro,2024-02,29,1,0,72.14,2024-02-10T03:00:00,99.86,HIGH,Cobertura técnica de 99.9% com 29 dias válidos analiticamente.
2024,PM2.5,70,VR - Retiro,2024-03,31,1,0,58.47,2024-03-14T11:00:00,100.00,HIGH,Cobertura técnica de 100.0% com 31 dias válidos analiticamente.
2024,PM2.5,70,VR - Retiro,2024-04,30,5,0,46.18,2024-04-30T20:00:00,99.58,HIGH,Cobertura técnica de 99.6% com 30 dias válidos analiticamente.
2024,PM2.5,70,VR - Retiro,2024-05,31,4,0,61.81,2024-05-13T17:00:00,99.87,HIGH,Cobertura técnica de 99.9% com 31 dias válidos analiticamente.
2024,PM2.5,70,VR - Retiro,2024-06,30,4,0,51.92,2024-06-07T17:00:00,99.72,HIGH,Cobertura técnica de 99.7% com 30 dias válidos analiticamente.
2024,PM2.5,70,VR - Retiro,2024-07,31,10,0,54.55,2024-07-24T11:00:00,99.73,HIGH,Cobertura técnica de 99.7% com 31 dias válidos analiticamente.
2024,PM2.5,70,VR - Retiro,2024-08,31,13,3,95.83,2024-08-24T00:00:00,100.00,HIGH,Cobertura técnica de 100.0% com 31 dias válidos analiticamente.
2024,PM2.5,70,VR - Retiro,2024-09,29,19,7,88.01,2024-09-23T17:00:00,98.47,HIGH,Cobertura técnica de 98.5% com 29 dias válidos analiticamente.
2024,PM2.5,70,VR - Retiro,2024-10,31,3,1,208.58,2024-10-02T05:00:00,99.87,HIGH,Cobertura técnica de 99.9% com 31 dias válidos analiticamente.
2024,PM2.5,70,VR - Retiro,2024-11,30,0,0,31.61,2024-11-27T18:00:00,99.86,HIGH,Cobertura técnica de 99.9% com 30 dias válidos analiticamente.
2024,PM2.5,70,VR - Retiro,2024-12,31,0,0,29.72,2024-12-31T23:00:00,99.33,HIGH,Cobertura técnica de 99.3% com 31 dias válidos analiticamente.
2024,PM10,71,VR - Santa Cecília,2024-01,29,0,0,165.13,2024-01-08T15:00:00,89.92,HIGH,Cobertura técnica de 89.9% com 29 dias válidos analiticamente.
2024,PM10,71,VR - Santa Cecília,2024-02,29,0,0,110.50,2024-02-08T10:00:00,96.70,HIGH,Cobertura técnica de 96.7% com 29 dias válidos analiticamente.
2024,PM10,71,VR - Santa Cecília,2024-03,30,0,0,114.62,2024-03-05T09:00:00,95.03,HIGH,Cobertura técnica de 95.0% com 30 dias válidos analiticamente.
2024,PM10,71,VR - Santa Cecília,2024-04,30,0,0,119.49,2024-04-11T10:00:00,97.22,HIGH,Cobertura técnica de 97.2% com 30 dias válidos analiticamente.
2024,PM10,71,VR - Santa Cecília,2024-05,31,1,0,190.76,2024-05-24T11:00:00,99.06,HIGH,Cobertura técnica de 99.1% com 31 dias válidos analiticamente.
2024,PM10,71,VR - Santa Cecília,2024-06,27,0,0,212.70,2024-06-20T10:00:00,93.06,HIGH,Cobertura técnica de 93.1% com 27 dias válidos analiticamente.
2024,PM10,71,VR - Santa Cecília,2024-07,31,0,0,129.55,2024-07-22T11:00:00,99.87,HIGH,Cobertura técnica de 99.9% com 31 dias válidos analiticamente.
2024,PM10,71,VR - Santa Cecília,2024-08,31,1,1,125.01,2024-08-18T11:00:00,99.87,HIGH,Cobertura técnica de 99.9% com 31 dias válidos analiticamente.
2024,PM10,71,VR - Santa Cecília,2024-09,28,3,1,155.30,2024-09-04T11:00:00,96.25,HIGH,Cobertura técnica de 96.3% com 28 dias válidos analiticamente.
2024,PM10,71,VR - Santa Cecília,2024-10,31,0,0,169.73,2024-10-09T10:00:00,98.39,HIGH,Cobertura técnica de 98.4% com 31 dias válidos analiticamente.
2024,PM10,71,VR - Santa Cecília,2024-11,30,0,0,53.47,2024-11-30T09:00:00,99.58,HIGH,Cobertura técnica de 99.6% com 30 dias válidos analiticamente.
2024,PM10,71,VR - Santa Cecília,2024-12,31,0,0,86.19,2024-12-02T14:00:00,97.85,HIGH,Cobertura técnica de 97.8% com 31 dias válidos analiticamente.
2024,PM2.5,71,VR - Santa Cecília,2024-01,29,0,0,32.31,2024-01-29T08:00:00,95.43,HIGH,Cobertura técnica de 95.4% com 29 dias válidos analiticamente.
2024,PM2.5,71,VR - Santa Cecília,2024-02,29,0,0,41.25,2024-02-06T09:00:00,99.28,HIGH,Cobertura técnica de 99.3% com 29 dias válidos analiticamente.
2024,PM2.5,71,VR - Santa Cecília,2024-03,31,0,0,32.65,2024-03-20T16:00:00,99.60,HIGH,Cobertura técnica de 99.6% com 31 dias válidos analiticamente.
2024,PM2.5,71,VR - Santa Cecília,2024-04,30,2,0,70.28,2024-04-14T07:00:00,99.31,HIGH,Cobertura técnica de 99.3% com 30 dias válidos analiticamente.
2024,PM2.5,71,VR - Santa Cecília,2024-05,31,6,0,52.31,2024-05-13T18:00:00,99.73,HIGH,Cobertura técnica de 99.7% com 31 dias válidos analiticamente.
2024,PM2.5,71,VR - Santa Cecília,2024-06,27,5,0,53.29,2024-06-08T09:00:00,93.33,HIGH,Cobertura técnica de 93.3% com 27 dias válidos analiticamente.
2024,PM2.5,71,VR - Santa Cecília,2024-07,31,7,0,47.83,2024-07-24T11:00:00,100.00,HIGH,Cobertura técnica de 100.0% com 31 dias válidos analiticamente.
2024,PM2.5,71,VR - Santa Cecília,2024-08,31,13,3,67.88,2024-08-18T09:00:00,100.00,HIGH,Cobertura técnica de 100.0% com 31 dias válidos analiticamente.
2024,PM2.5,71,VR - Santa Cecília,2024-09,28,19,6,71.45,2024-09-04T11:00:00,96.81,HIGH,Cobertura técnica de 96.8% com 28 dias válidos analiticamente.
2024,PM2.5,71,VR - Santa Cecília,2024-10,31,2,1,132.25,2024-10-02T17:00:00,99.19,HIGH,Cobertura técnica de 99.2% com 31 dias válidos analiticamente.
2024,PM2.5,71,VR - Santa Cecília,2024-11,30,0,0,35.92,2024-11-30T09:00:00,99.58,HIGH,Cobertura técnica de 99.6% com 30 dias válidos analiticamente.
2024,PM2.5,71,VR - Santa Cecília,2024-12,31,0,0,46.31,2024-12-02T14:00:00,98.39,HIGH,Cobertura técnica de 98.4% com 31 dias válidos analiticamente.
